Iteration	LogLikelihood	MoveType
703	-4401.4492	Reject
704	-4401.4492	Reject
705	-4401.5439	Swapped from Chain 1
705	-4401.5439	Reject
706	-4401.5439	Reject
707	-4403.2302	Swapped from Chain 1
707	-4403.2302	Reject
708	-4403.2302	Reject
709	-4401.4509	Swapped from Chain 1
709	-4401.4509	Reject
710	-4401.4509	Reject
711	-4401.4753	Swapped from Chain 1
711	-4401.4753	Reject
712	-4401.4753	Reject
713	-4401.4459	Swapped from Chain 1
713	-4401.4459	Reject
714	-4401.4459	Reject
715	-4401.5418	Swapped from Chain 1
715	-4401.5418	Reject
716	-4401.5418	Reject
717	-4401.4467	Swapped from Chain 1
717	-4401.4467	Reject
718	-4401.4467	Reject
719	-4401.5411	Swapped from Chain 1
719	-4401.5411	Reject
720	-4401.5411	Reject
721	-4402.5420	Swapped from Chain 1
721	-4402.5420	Reject
722	-4402.5420	Reject
723	-4401.5761	Swapped from Chain 1
723	-4401.5761	Reject
724	-4401.5761	Reject
725	-4402.5454	Swapped from Chain 1
725	-4402.5454	Reject
726	-4402.5454	Reject
727	-4401.5407	Swapped from Chain 1
727	-4401.5407	Reject
728	-4401.5407	Reject
729	-4401.5611	Swapped from Chain 1
729	-4401.5611	Reject
730	-4401.5611	Reject
731	-4401.5442	Swapped from Chain 1
731	-4401.5442	Reject
732	-4401.5442	Reject
733	-4401.4509	Swapped from Chain 1
733	-4401.4509	Reject
734	-4401.4509	Reject
735	-4401.5439	Swapped from Chain 1
735	-4401.5439	Reject
736	-4401.5439	Reject
737	-4401.5757	Swapped from Chain 1
737	-4401.5757	Reject
738	-4401.5757	Reject
739	-4401.4492	Swapped from Chain 1
739	-4401.4492	Reject
740	-4401.4492	Reject
741	-4401.7265	Swapped from Chain 1
741	-4401.7265	Reject
742	-4401.7265	Reject
743	-4401.4753	Swapped from Chain 1
743	-4401.4753	Reject
744	-4401.4753	Reject
745	-4401.5411	Swapped from Chain 1
745	-4401.5411	Reject
746	-4401.5411	Reject
747	-4402.5484	Swapped from Chain 1
747	-4402.5484	Reject
748	-4402.5484	Reject
749	-4401.4467	Swapped from Chain 1
749	-4401.4467	Reject
750	-4401.4467	Reject
751	-4401.4459	Swapped from Chain 1
751	-4401.4459	Reject
752	-4401.4459	Reject
753	-4401.5418	Swapped from Chain 1
753	-4401.5418	Reject
754	-4401.5418	Reject
755	-4401.4832	Swapped from Chain 1
755	-4401.4832	Reject
756	-4401.4832	Reject
757	-4402.5420	Swapped from Chain 1
757	-4402.5420	Reject
758	-4402.5420	Reject
759	-4402.5454	Swapped from Chain 1
759	-4402.5454	Reject
760	-4402.5454	Reject
761	-4401.5761	Swapped from Chain 1
761	-4401.5761	Reject
762	-4401.5761	Reject
763	-4401.5407	Swapped from Chain 1
763	-4401.5407	Reject
764	-4401.5407	Reject
765	-4401.5611	Swapped from Chain 1
765	-4401.5611	Reject
766	-4401.5611	Reject
767	-4401.5442	Swapped from Chain 1
767	-4401.5442	Reject
768	-4401.5442	Reject
769	-4401.4509	Swapped from Chain 1
769	-4401.4509	Reject
770	-4401.4509	Reject
771	-4401.5646	Swapped from Chain 1
771	-4401.5646	Reject
772	-4401.5646	Reject
773	-4401.5757	Swapped from Chain 1
773	-4401.5757	Reject
774	-4401.5757	Reject
775	-4401.4492	Swapped from Chain 1
775	-4401.4492	Reject
776	-4401.4492	Reject
777	-4401.5418	Swapped from Chain 1
777	-4401.5418	Reject
778	-4401.5418	Reject
779	-4402.5484	Swapped from Chain 1
779	-4402.5484	Reject
780	-4402.5484	Reject
781	-4401.4753	Swapped from Chain 1
781	-4401.4753	Reject
782	-4401.4753	Reject
783	-4401.5411	Swapped from Chain 1
783	-4401.5411	Reject
784	-4401.5411	Reject
785	-4401.4467	Swapped from Chain 1
785	-4401.4467	Reject
786	-4401.4467	Reject
787	-4401.4832	Swapped from Chain 1
787	-4401.4832	Reject
788	-4401.4832	Reject
789	-4401.4458	Swapped from Chain 1
789	-4401.4458	Reject
790	-4401.4458	Reject
791	-4402.5910	Swapped from Chain 1
791	-4402.5910	Reject
792	-4402.5910	Reject
793	-4402.5420	Swapped from Chain 1
793	-4402.5420	Reject
794	-4402.5420	Reject
795	-4401.4509	Swapped from Chain 1
795	-4401.4509	Reject
796	-4401.4509	Reject
797	-4401.5761	Swapped from Chain 1
797	-4401.5761	Reject
798	-4401.5761	Reject
799	-4401.4459	Swapped from Chain 1
799	-4401.4459	Reject
800	-4401.4459	Reject
801	-4401.5407	Swapped from Chain 1
801	-4401.5407	Reject
802	-4401.5407	Reject
803	-4401.5611	Swapped from Chain 1
803	-4401.5611	Reject
804	-4401.5611	Reject
805	-4401.5442	Swapped from Chain 1
805	-4401.5442	Reject
806	-4401.5442	Reject
807	-4401.5646	Swapped from Chain 1
807	-4401.5646	Reject
808	-4401.5646	Reject
809	-4401.5715	Swapped from Chain 1
809	-4401.5715	Reject
810	-4401.5715	Reject
811	-4401.4676	Swapped from Chain 1
811	-4401.4676	Reject
812	-4401.4676	Reject
813	-4401.4492	Swapped from Chain 1
813	-4401.4492	Reject
814	-4401.4492	Reject
815	-4401.5418	Swapped from Chain 1
815	-4401.5418	Reject
816	-4401.5418	Reject
817	-4401.4753	Swapped from Chain 1
817	-4401.4753	Reject
818	-4401.4753	Reject
819	-4402.5501	Swapped from Chain 1
819	-4402.5501	Reject
820	-4402.5501	Reject
821	-4401.5411	Swapped from Chain 1
821	-4401.5411	Reject
822	-4401.5411	Reject
823	-4401.4467	Swapped from Chain 1
823	-4401.4467	Reject
824	-4401.4467	Reject
825	-4401.4832	Swapped from Chain 1
825	-4401.4832	Reject
826	-4401.4832	Reject
827	-4401.4458	Swapped from Chain 1
827	-4401.4458	Reject
828	-4401.4458	Reject
829	-4401.5761	Swapped from Chain 1
829	-4401.5761	Reject
830	-4401.5761	Reject
831	-4401.4509	Swapped from Chain 1
831	-4401.4509	Reject
832	-4401.4509	Reject
833	-4401.4492	Swapped from Chain 1
833	-4401.4492	Reject
834	-4401.4492	Reject
835	-4401.4459	Swapped from Chain 1
835	-4401.4459	Reject
836	-4401.4459	Reject
837	-4401.4753	Swapped from Chain 1
837	-4401.4753	Reject
838	-4401.4753	Reject
839	-4401.5407	Swapped from Chain 1
839	-4401.5407	Reject
840	-4401.5407	Reject
841	-4401.5442	Swapped from Chain 1
841	-4401.5442	Reject
842	-4401.5442	Reject
843	-4401.5646	Swapped from Chain 1
843	-4401.5646	Reject
844	-4401.5646	Reject
845	-4401.5715	Swapped from Chain 1
845	-4401.5715	Reject
846	-4401.5715	Reject
847	-4401.4676	Swapped from Chain 1
847	-4401.4676	Reject
848	-4401.4676	Reject
849	-4401.4753	Swapped from Chain 1
849	-4401.4753	Reject
850	-4401.4753	Reject
851	-4401.4467	Swapped from Chain 1
851	-4401.4467	Reject
852	-4401.4467	Reject
853	-4401.5418	Swapped from Chain 1
853	-4401.5418	Reject
854	-4401.5418	Reject
855	-4401.5411	Swapped from Chain 1
855	-4401.5411	Reject
856	-4401.5411	Reject
857	-4401.5728	Swapped from Chain 1
857	-4401.5728	Reject
858	-4401.5728	Reject
859	-4401.4509	Swapped from Chain 1
859	-4401.4509	Reject
860	-4401.4509	Reject
861	-4401.4818	Swapped from Chain 1
861	-4401.4818	Reject
862	-4401.4818	Reject
863	-4401.4458	Swapped from Chain 1
863	-4401.4458	Reject
864	-4401.4458	Reject
865	-4401.4492	Swapped from Chain 1
865	-4401.4492	Reject
866	-4401.4492	Reject
867	-4401.4616	Swapped from Chain 1
867	-4401.4616	Reject
868	-4401.4616	Reject
869	-4401.4753	Swapped from Chain 1
869	-4401.4753	Reject
870	-4401.4753	Reject
871	-4401.5761	Swapped from Chain 1
871	-4401.5761	Reject
872	-4401.5761	Reject
873	-4402.5501	Swapped from Chain 1
873	-4402.5501	Reject
874	-4402.5501	Reject
875	-4401.4506	Swapped from Chain 1
875	-4401.4506	Reject
876	-4401.4506	Reject
877	-4401.5407	Swapped from Chain 1
877	-4401.5407	Reject
878	-4401.5407	Reject
879	-4401.4458	Swapped from Chain 1
879	-4401.4458	Reject
880	-4401.4458	Reject
881	-4401.5715	Swapped from Chain 1
881	-4401.5715	Reject
882	-4401.5715	Reject
883	-4401.5439	Swapped from Chain 1
883	-4401.5439	Reject
884	-4401.5439	Reject
885	-4401.4676	Swapped from Chain 1
885	-4401.4676	Reject
886	-4401.4676	Reject
887	-4401.4753	Swapped from Chain 1
887	-4401.4753	Reject
888	-4401.4753	Reject
889	-4401.4467	Swapped from Chain 1
889	-4401.4467	Reject
890	-4401.4467	Reject
891	-4401.5411	Swapped from Chain 1
891	-4401.5411	Reject
892	-4401.5411	Reject
893	-4401.4484	Swapped from Chain 1
893	-4401.4484	Reject
894	-4401.4484	Reject
895	-4401.5728	Swapped from Chain 1
895	-4401.5728	Reject
896	-4401.5728	Reject
897	-4401.4818	Swapped from Chain 1
897	-4401.4818	Reject
898	-4401.4818	Reject
899	-4401.5442	Swapped from Chain 1
899	-4401.5442	Reject
900	-4401.5442	Reject
901	-4401.4492	Swapped from Chain 1
901	-4401.4492	Reject
902	-4401.4492	Reject
903	-4401.4616	Swapped from Chain 1
903	-4401.4616	Reject
904	-4401.4616	Reject
905	-4401.4753	Swapped from Chain 1
905	-4401.4753	Reject
906	-4401.4753	Reject
907	-4401.5761	Swapped from Chain 1
907	-4401.5761	Reject
908	-4401.5761	Reject
909	-4401.8889	Swapped from Chain 1
909	-4401.8889	Reject
910	-4401.8889	Reject
911	-4401.4506	Swapped from Chain 1
911	-4401.4506	Reject
912	-4401.4506	Reject
913	-4401.5407	Swapped from Chain 1
913	-4401.5407	Reject
914	-4401.5407	Reject
915	-4401.4458	Swapped from Chain 1
915	-4401.4458	Reject
916	-4401.4458	Reject
917	-4401.5715	Swapped from Chain 1
917	-4401.5715	Reject
918	-4401.5715	Reject
919	-4401.5439	Swapped from Chain 1
919	-4401.5439	Reject
920	-4401.5439	Reject
921	-4401.4676	Swapped from Chain 1
921	-4401.4676	Reject
922	-4401.4676	Reject
923	-4401.4753	Swapped from Chain 1
923	-4401.4753	Reject
924	-4401.4753	Reject
925	-4401.4467	Swapped from Chain 1
925	-4401.4467	Reject
926	-4401.4467	Reject
927	-4401.5411	Swapped from Chain 1
927	-4401.5411	Reject
928	-4401.5411	Reject
929	-4401.4484	Swapped from Chain 1
929	-4401.4484	Reject
930	-4401.4484	Reject
931	-4401.5728	Swapped from Chain 1
931	-4401.5728	Reject
932	-4401.5728	Reject
933	-4401.4818	Swapped from Chain 1
933	-4401.4818	Reject
934	-4401.4818	Reject
935	-4403.2697	Swapped from Chain 1
935	-4403.2697	Reject
936	-4403.2697	Reject
937	-4401.5442	Swapped from Chain 1
937	-4401.5442	Reject
938	-4401.5442	Reject
939	-4401.4616	Swapped from Chain 1
939	-4401.4616	Reject
940	-4401.4616	Reject
941	-4401.5407	Swapped from Chain 1
941	-4401.5407	Reject
942	-4401.5407	Reject
943	-4401.4753	Swapped from Chain 1
943	-4401.4753	Reject
944	-4401.4753	Reject
945	-4401.8889	Swapped from Chain 1
945	-4401.8889	Reject
946	-4401.8889	Reject
947	-4401.4506	Swapped from Chain 1
947	-4401.4506	Reject
948	-4401.4506	Reject
949	-4401.4494	Swapped from Chain 1
949	-4401.4494	Reject
950	-4401.4494	Reject
951	-4401.5411	Swapped from Chain 1
951	-4401.5411	Reject
952	-4401.5411	Reject
953	-4401.4458	Swapped from Chain 1
953	-4401.4458	Reject
954	-4401.4458	Reject
955	-4401.5715	Swapped from Chain 1
955	-4401.5715	Reject
956	-4401.5715	Reject
957	-4401.5439	Swapped from Chain 1
957	-4401.5439	Reject
958	-4401.5439	Reject
959	-4401.4753	Swapped from Chain 1
959	-4401.4753	Reject
960	-4401.4753	Reject
961	-4401.4467	Swapped from Chain 1
961	-4401.4467	Reject
962	-4401.4467	Reject
963	-4401.4484	Swapped from Chain 1
963	-4401.4484	Reject
964	-4401.4484	Reject
965	-4401.4818	Swapped from Chain 1
965	-4401.4818	Reject
966	-4401.4818	Reject
967	-4402.8705	Swapped from Chain 1
967	-4402.8705	Reject
968	-4402.8705	Reject
969	-4401.5728	Swapped from Chain 1
969	-4401.5728	Reject
970	-4401.5728	Reject
971	-4401.8889	Swapped from Chain 1
971	-4401.8889	Reject
972	-4401.8889	Reject
973	-4401.4753	Swapped from Chain 1
973	-4401.4753	Reject
974	-4401.4753	Reject
975	-4401.4616	Swapped from Chain 1
975	-4401.4616	Reject
976	-4401.4616	Reject
977	-4401.4668	Swapped from Chain 1
977	-4401.4668	Reject
978	-4401.4668	Reject
979	-4401.4494	Swapped from Chain 1
979	-4401.4494	Reject
980	-4401.4494	Reject
981	-4401.4458	Swapped from Chain 1
981	-4401.4458	Reject
982	-4401.4458	Reject
983	-4401.4494	Swapped from Chain 1
983	-4401.4494	Reject
984	-4401.4494	Reject
985	-4401.4506	Swapped from Chain 1
985	-4401.4506	Reject
986	-4401.4506	Reject
987	-4403.2697	Swapped from Chain 1
987	-4403.2697	Reject
988	-4403.2697	Reject
989	-4401.5411	Swapped from Chain 1
989	-4401.5411	Reject
990	-4401.5411	Reject
991	-4401.4484	Swapped from Chain 1
991	-4401.4484	Reject
992	-4401.4484	Reject
993	-4401.5439	Swapped from Chain 1
993	-4401.5439	Reject
994	-4401.5439	Reject
995	-4402.5465	Swapped from Chain 1
995	-4402.5465	Reject
996	-4402.5465	Reject
997	-4401.4753	Swapped from Chain 1
997	-4401.4753	Reject
998	-4401.4753	Reject
999	-4401.4467	Swapped from Chain 1
999	-4401.4467	Reject
